revision,case_index,case_name,status,metric,observations,valid_samples,median,p95,min,max
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,446,446,0.121344,0.12287999999999999,0.12006399999999999,0.47820799999999997
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,446,446,0.35072,0.607488,0.34099199999999996,0.91110399999999991
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,446,446,0,0.000256,0,0.000256
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.PageCull_gpu_ms,446,446,0.32844799999999996,0.502784,0.296448,0.724992
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.StaticRaster_gpu_ms,446,446,0.007168,0.010496,0.003072,0.19558399999999998
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.DynamicRaster_gpu_ms,446,446,0.087551999999999991,0.094463999999999992,0.078336,0.798464
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,446,0,,,,
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.FinalizePages_gpu_ms,446,446,0.003328,0.004096,0.002048,0.24806399999999998
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.ResetFeedback_gpu_ms,446,446,0,0,0,0.000256
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.Resolve_gpu_ms,446,446,0.38527999999999996,0.71039999999999992,0.37990399999999996,1.4141439999999998
